;;;;;Recepcion;;;;;Balanza;;;;;Darsena 1;;;;Darsena 2
Evento;Camion;Dia;Reloj;Tiempo prox llegada;Estado;Camion;Prox fin atencion;Cola;Estado;Camion;Prox fin atencion;Cola;Estado;Camion;Prox fin atencion;Estado;Camion;Prox fin atencion;Cola
Llega camion;319;3;16hs 50min 47s;0hs 7min 26s;Libre; - ;0hs 0min 0s;1;Ocupado;318;0hs 4min 57s;0;Ocupado;301;0hs 10min 32s;Ocupado;300;0hs 3min 43s;16
Fin atencion Recepcion;319;3;16hs 53min 51s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;318;0hs 1min 53s;0;Ocupado;301;0hs 7min 28s;Ocupado;300;0hs 0min 39s;17
Fin atencion Balanza;318;3;16hs 55min 44s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Libre; - ;..hs ..min ..s;0;Ocupado;301;0hs 5min 35s;Ocupado;302;0hs 16min 14s;17
Llega camion;320;3;16hs 58min 14s;0hs 7min 12s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;301;0hs 3min 5s;Ocupado;302;0hs 13min 44s;17
Fin atencion Recepcion;320;3;17hs 4min 57s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;303;0hs 13min 35s;Ocupado;302;0hs 7min 1s;16
Llega camion;321;3;17hs 5min 27s;0hs 7min 59s;Libre; - ;0hs 0min 0s;1;Ocupado;320;0hs 5min 43s;0;Ocupado;303;0hs 13min 5s;Ocupado;302;0hs 6min 31s;16
Fin atencion Recepcion;321;3;17hs 10min 37s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;320;0hs 0min 33s;1;Ocupado;303;0hs 7min 55s;Ocupado;302;0hs 1min 21s;16
Fin atencion Balanza;320;3;17hs 11min 10s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;321;..hs ..min ..s;0;Ocupado;303;0hs 7min 22s;Ocupado;302;0hs 0min 48s;17
Llega camion;322;3;17hs 13min 27s;0hs 7min 21s;Libre; - ;0hs 0min 0s;1;Ocupado;321;0hs 3min 7s;0;Ocupado;303;0hs 5min 5s;Ocupado;304;0hs 15min 43s;16
Fin atencion Balanza;321;3;17hs 16min 34s;0hs 0min 0s;Ocupado;322;0hs 0min 56s;0;Libre; - ;..hs ..min ..s;0;Ocupado;303;0hs 1min 58s;Ocupado;304;0hs 12min 36s;17
Fin atencion Recepcion;322;3;17hs 17min 31s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;303;0hs 1min 1s;Ocupado;304;0hs 11min 39s;17
Llega camion;323;3;17hs 20min 49s;0hs 7min 44s;Libre; - ;0hs 0min 0s;1;Ocupado;322;0hs 3min 19s;0;Ocupado;305;0hs 15min 25s;Ocupado;304;0hs 8min 21s;16
Fin atencion Balanza;322;3;17hs 24min 8s;0hs 0min 0s;Ocupado;323;0hs 2min 54s;0;Libre; - ;..hs ..min ..s;0;Ocupado;305;0hs 12min 6s;Ocupado;304;0hs 5min 2s;17
Fin atencion Recepcion;323;3;17hs 27min 3s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;305;0hs 9min 11s;Ocupado;304;0hs 2min 7s;17
Llega camion;324;3;17hs 28min 34s;0hs 7min 40s;Libre; - ;0hs 0min 0s;1;Ocupado;323;0hs 4min 58s;0;Ocupado;305;0hs 7min 40s;Ocupado;304;0hs 0min 36s;17
Fin atencion Recepcion;324;3;17hs 31min 39s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;323;0hs 1min 53s;0;Ocupado;305;0hs 4min 35s;Ocupado;306;0hs 14min 38s;17
Fin atencion Balanza;323;3;17hs 33min 32s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Libre; - ;..hs ..min ..s;0;Ocupado;305;0hs 2min 42s;Ocupado;306;0hs 12min 45s;18
Llega camion;325;3;17hs 36min 15s;0hs 7min 21s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;308;0hs 19min 37s;Ocupado;306;0hs 10min 2s;17
Fin atencion Recepcion;325;3;17hs 41min 51s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;308;0hs 14min 1s;Ocupado;306;0hs 4min 26s;17
Llega camion;326;3;17hs 43min 37s;0hs 7min 27s;Libre; - ;0hs 0min 0s;1;Ocupado;325;0hs 3min 59s;0;Ocupado;308;0hs 12min 15s;Ocupado;306;0hs 2min 40s;17
Fin atencion Balanza;325;3;17hs 47min 36s;0hs 0min 0s;Ocupado;326;0hs 1min 22s;0;Libre; - ;..hs ..min ..s;0;Ocupado;308;0hs 8min 16s;Ocupado;307;0hs 14min 12s;17
Fin atencion Recepcion;326;3;17hs 48min 59s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;308;0hs 6min 53s;Ocupado;307;0hs 12min 49s;17
Llega camion;327;3;17hs 51min 5s;0hs 7min 57s;Libre; - ;0hs 0min 0s;1;Ocupado;326;0hs 4min 3s;0;Ocupado;308;0hs 4min 47s;Ocupado;307;0hs 10min 43s;17
Fin atencion Balanza;326;3;17hs 55min 8s;0hs 0min 0s;Ocupado;327;0hs 2min 27s;0;Libre; - ;..hs ..min ..s;0;Ocupado;308;0hs 0min 44s;Ocupado;307;0hs 6min 40s;18
Fin atencion Recepcion;327;3;17hs 57min 36s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;309;0hs 18min 9s;Ocupado;307;0hs 4min 12s;17
Llega camion;328;3;17hs 59min 3s;0hs 7min 52s;Libre; - ;0hs 0min 0s;1;Ocupado;327;0hs 5min 29s;0;Ocupado;309;0hs 16min 42s;Ocupado;307;0hs 2min 45s;17
Fin atencion Recepcion;328;3;18hs 3min 57s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;327;0hs 0min 35s;1;Ocupado;309;0hs 11min 48s;Ocupado;310;0hs 13min 22s;16
Fin atencion Balanza;327;3;18hs 4min 32s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;328;..hs ..min ..s;0;Ocupado;309;0hs 11min 13s;Ocupado;310;0hs 12min 47s;17
Llega camion;329;3;18hs 6min 56s;0hs 7min 32s;Libre; - ;0hs 0min 0s;1;Ocupado;328;0hs 2min 45s;0;Ocupado;309;0hs 8min 49s;Ocupado;310;0hs 10min 23s;17
Fin atencion Balanza;328;3;18hs 9min 41s;0hs 0min 0s;Ocupado;329;0hs 3min 50s;0;Libre; - ;..hs ..min ..s;0;Ocupado;309;0hs 6min 4s;Ocupado;310;0hs 7min 38s;18
Fin atencion Recepcion;329;3;18hs 13min 32s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;309;0hs 2min 13s;Ocupado;310;0hs 3min 47s;18
Llega camion;330;3;18hs 14min 29s;0hs 7min 29s;Libre; - ;0hs 0min 0s;1;Ocupado;329;0hs 4min 37s;0;Ocupado;309;0hs 1min 16s;Ocupado;310;0hs 2min 50s;18
Fin atencion Recepcion;330;3;18hs 18min 8s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;329;0hs 0min 58s;1;Ocupado;311;0hs 14min 3s;Ocupado;312;0hs 18min 46s;16
Fin atencion Balanza;329;3;18hs 19min 6s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;330;..hs ..min ..s;0;Ocupado;311;0hs 13min 5s;Ocupado;312;0hs 17min 48s;17
Llega camion;331;3;18hs 21min 59s;0hs 7min 23s;Libre; - ;0hs 0min 0s;1;Ocupado;330;0hs 2min 34s;0;Ocupado;311;0hs 10min 12s;Ocupado;312;0hs 14min 55s;17
Fin atencion Balanza;330;3;18hs 24min 33s;0hs 0min 0s;Ocupado;331;0hs 1min 45s;0;Libre; - ;..hs ..min ..s;0;Ocupado;311;0hs 7min 38s;Ocupado;312;0hs 12min 21s;18
Fin atencion Recepcion;331;3;18hs 26min 19s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;311;0hs 5min 52s;Ocupado;312;0hs 10min 35s;18
Llega camion;332;3;18hs 29min 23s;0hs 7min 26s;Libre; - ;0hs 0min 0s;1;Ocupado;331;0hs 3min 51s;0;Ocupado;311;0hs 2min 48s;Ocupado;312;0hs 7min 31s;18
Fin atencion Balanza;331;3;18hs 33min 14s;0hs 0min 0s;Ocupado;332;0hs 2min 28s;0;Libre; - ;..hs ..min ..s;0;Ocupado;313;0hs 14min 5s;Ocupado;312;0hs 3min 40s;18
Fin atencion Recepcion;332;3;18hs 35min 43s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;313;0hs 11min 36s;Ocupado;312;0hs 1min 11s;18
Llega camion;333;3;18hs 36min 50s;0hs 7min 13s;Libre; - ;0hs 0min 0s;1;Ocupado;332;0hs 5min 1s;0;Ocupado;313;0hs 10min 29s;Ocupado;312;0hs 0min 4s;18
Fin atencion Balanza;332;3;18hs 41min 51s;0hs 0min 0s;Ocupado;333;0hs 1min 22s;0;Libre; - ;..hs ..min ..s;0;Ocupado;313;0hs 5min 28s;Ocupado;314;0hs 10min 56s;18
Fin atencion Recepcion;333;3;18hs 43min 14s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;313;0hs 4min 5s;Ocupado;314;0hs 9min 33s;18
Llega camion;334;3;18hs 44min 4s;0hs 7min 56s;Libre; - ;0hs 0min 0s;1;Ocupado;333;0hs 4min 17s;0;Ocupado;313;0hs 3min 15s;Ocupado;314;0hs 8min 43s;18
Fin atencion Balanza;333;3;18hs 48min 21s;0hs 0min 0s;Ocupado;334;0hs 1min 27s;0;Libre; - ;..hs ..min ..s;0;Ocupado;315;0hs 14min 2s;Ocupado;314;0hs 4min 26s;18
Fin atencion Recepcion;334;3;18hs 49min 49s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;315;0hs 12min 34s;Ocupado;314;0hs 2min 58s;19
Llega camion;335;3;18hs 52min 1s;0hs 7min 5s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;315;0hs 10min 22s;Ocupado;314;0hs 0min 46s;19
Fin atencion Recepcion;335;3;18hs 55min 3s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;315;0hs 7min 20s;Ocupado;316;0hs 13min 6s;18
Llega camion;336;3;18hs 59min 7s;0hs 7min 6s;Libre; - ;0hs 0min 0s;1;Ocupado;335;0hs 1min 43s;0;Ocupado;315;0hs 3min 16s;Ocupado;316;0hs 9min 2s;18
Fin atencion Balanza;335;3;19hs 0min 50s;0hs 0min 0s;Ocupado;336;0hs 4min 32s;0;Libre; - ;..hs ..min ..s;0;Ocupado;315;0hs 1min 33s;Ocupado;316;0hs 7min 19s;19
Fin atencion Recepcion;336;4;5hs 4min 32s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Libre;335;0hs 0min 0s;Libre;334;0hs 0min 0s;0
Llega camion;337;4;5hs 7min 14s;0hs 7min 54s;Libre; - ;0hs 0min 0s;1;Ocupado;336;0hs 4min 19s;0;Libre;335;0hs 0min 0s;Libre;334;0hs 0min 0s;0
Fin atencion Recepcion;337;4;5hs 11min 20s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;336;0hs 0min 13s;0;Libre;335;0hs 0min 0s;Libre;334;0hs 0min 0s;1
Fin atencion Balanza;336;4;5hs 11min 33s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Libre; - ;..hs ..min ..s;0;Ocupado;337;0hs 15min 57s;Libre;334;0hs 0min 0s;1
Llega camion;338;4;5hs 15min 9s;0hs 7min 56s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;337;0hs 12min 21s;Ocupado;336;0hs 15min 28s;0
Fin atencion Recepcion;338;4;5hs 19min 13s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;337;0hs 8min 17s;Ocupado;336;0hs 11min 24s;1
Llega camion;339;4;5hs 23min 6s;0hs 7min 51s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;337;0hs 4min 24s;Ocupado;336;0hs 7min 31s;1
Fin atencion Recepcion;339;4;5hs 27min 45s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;338;0hs 19min 26s;Ocupado;336;0hs 2min 52s;1
Llega camion;340;4;5hs 30min 58s;0hs 7min 22s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;338;0hs 16min 13s;Ocupado;339;0hs 18min 34s;0
Fin atencion Recepcion;340;4;5hs 34min 45s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;338;0hs 12min 26s;Ocupado;339;0hs 14min 47s;0
Llega camion;341;4;5hs 38min 21s;0hs 7min 15s;Libre; - ;0hs 0min 0s;1;Ocupado;340;0hs 3min 5s;0;Ocupado;338;0hs 8min 50s;Ocupado;339;0hs 11min 11s;0
Fin atencion Balanza;340;4;5hs 41min 26s;0hs 0min 0s;Ocupado;341;0hs 1min 56s;0;Libre; - ;..hs ..min ..s;0;Ocupado;338;0hs 5min 45s;Ocupado;339;0hs 8min 6s;1
Fin atencion Recepcion;341;4;5hs 43min 23s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;338;0hs 3min 48s;Ocupado;339;0hs 6min 9s;1
Llega camion;342;4;5hs 45min 37s;0hs 7min 33s;Libre; - ;0hs 0min 0s;1;Ocupado;341;0hs 3min 38s;0;Ocupado;338;0hs 1min 34s;Ocupado;339;0hs 3min 55s;1
Fin atencion Recepcion;342;4;5hs 48min 53s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;341;0hs 0min 22s;1;Ocupado;340;0hs 18min 11s;Ocupado;339;0hs 0min 39s;0
Fin atencion Balanza;341;4;5hs 49min 15s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;342;..hs ..min ..s;0;Ocupado;340;0hs 17min 49s;Ocupado;339;0hs 0min 17s;1
Llega camion;343;4;5hs 53min 11s;0hs 7min 53s;Libre; - ;0hs 0min 0s;1;Ocupado;342;0hs 2min 14s;0;Ocupado;340;0hs 13min 53s;Ocupado;341;0hs 15min 59s;0
Fin atencion Balanza;342;4;5hs 55min 25s;0hs 0min 0s;Ocupado;343;0hs 2min 12s;0;Libre; - ;..hs ..min ..s;0;Ocupado;340;0hs 11min 39s;Ocupado;341;0hs 13min 45s;1
Fin atencion Recepcion;343;4;5hs 57min 38s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;340;0hs 9min 26s;Ocupado;341;0hs 11min 32s;1
Llega camion;344;4;6hs 1min 5s;0hs 7min 37s;Libre; - ;0hs 0min 0s;1;Ocupado;343;0hs 2min 32s;0;Ocupado;340;0hs 5min 59s;Ocupado;341;0hs 8min 5s;1
Fin atencion Balanza;343;4;6hs 3min 37s;0hs 0min 0s;Ocupado;344;0hs 3min 54s;0;Libre; - ;..hs ..min ..s;0;Ocupado;340;0hs 3min 27s;Ocupado;341;0hs 5min 33s;2
Fin atencion Recepcion;344;4;6hs 7min 32s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;342;0hs 17min 24s;Ocupado;341;0hs 1min 38s;2
Llega camion;345;4;6hs 8min 43s;0hs 7min 59s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;342;0hs 16min 13s;Ocupado;341;0hs 0min 27s;2
Fin atencion Recepcion;345;4;6hs 15min 32s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;342;0hs 9min 24s;Ocupado;343;0hs 10min 19s;2
Llega camion;346;4;6hs 16min 43s;0hs 7min 1s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;342;0hs 8min 13s;Ocupado;343;0hs 9min 8s;2
Fin atencion Recepcion;346;4;6hs 19min 52s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;342;0hs 5min 4s;Ocupado;343;0hs 5min 59s;2
Llega camion;347;4;6hs 23min 45s;0hs 7min 59s;Libre; - ;0hs 0min 0s;1;Ocupado;346;0hs 2min 37s;0;Ocupado;342;0hs 1min 11s;Ocupado;343;0hs 2min 6s;2
Fin atencion Balanza;346;4;6hs 26min 22s;0hs 0min 0s;Ocupado;347;0hs 2min 10s;0;Libre; - ;..hs ..min ..s;0;Ocupado;344;0hs 15min 41s;Ocupado;345;0hs 18min 50s;1
Fin atencion Recepcion;347;4;6hs 28min 33s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;344;0hs 13min 30s;Ocupado;345;0hs 16min 39s;1
Llega camion;348;4;6hs 31min 45s;0hs 7min 37s;Libre; - ;0hs 0min 0s;1;Ocupado;347;0hs 2min 29s;0;Ocupado;344;0hs 10min 18s;Ocupado;345;0hs 13min 27s;1
Fin atencion Balanza;347;4;6hs 34min 14s;0hs 0min 0s;Ocupado;348;0hs 1min 57s;0;Libre; - ;..hs ..min ..s;0;Ocupado;344;0hs 7min 49s;Ocupado;345;0hs 10min 58s;2
Fin atencion Recepcion;348;4;6hs 36min 12s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;344;0hs 5min 51s;Ocupado;345;0hs 9min 0s;2
Llega camion;349;4;6hs 39min 23s;0hs 7min 57s;Libre; - ;0hs 0min 0s;1;Ocupado;348;0hs 2min 47s;0;Ocupado;344;0hs 2min 40s;Ocupado;345;0hs 5min 49s;2
Fin atencion Balanza;348;4;6hs 42min 10s;0hs 0min 0s;Ocupado;349;0hs 2min 40s;0;Libre; - ;..hs ..min ..s;0;Ocupado;346;0hs 18min 18s;Ocupado;345;0hs 3min 2s;2
Fin atencion Recepcion;349;4;6hs 44min 51s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;346;0hs 15min 37s;Ocupado;345;0hs 0min 21s;2
Llega camion;350;4;6hs 47min 21s;0hs 7min 16s;Libre; - ;0hs 0min 0s;1;Ocupado;349;0hs 3min 13s;0;Ocupado;346;0hs 13min 7s;Ocupado;347;0hs 15min 44s;1
Fin atencion Balanza;349;4;6hs 50min 34s;0hs 0min 0s;Ocupado;350;0hs 0min 32s;0;Libre; - ;..hs ..min ..s;0;Ocupado;346;0hs 9min 54s;Ocupado;347;0hs 12min 31s;2
Fin atencion Recepcion;350;4;6hs 51min 7s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;346;0hs 9min 21s;Ocupado;347;0hs 11min 58s;2
Llega camion;351;4;6hs 54min 38s;0hs 7min 6s;Libre; - ;0hs 0min 0s;1;Ocupado;350;0hs 2min 42s;0;Ocupado;346;0hs 5min 50s;Ocupado;347;0hs 8min 27s;2
Fin atencion Balanza;350;4;6hs 57min 20s;0hs 0min 0s;Ocupado;351;0hs 2min 58s;0;Libre; - ;..hs ..min ..s;0;Ocupado;346;0hs 3min 8s;Ocupado;347;0hs 5min 45s;3
Fin atencion Recepcion;351;4;7hs 0min 19s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;346;0hs 0min 9s;Ocupado;347;0hs 2min 46s;3
Llega camion;352;4;7hs 1min 45s;0hs 7min 7s;Libre; - ;0hs 0min 0s;1;Ocupado;351;0hs 5min 26s;0;Ocupado;348;0hs 14min 44s;Ocupado;347;0hs 1min 20s;2
Fin atencion Recepcion;352;4;7hs 4min 46s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;351;0hs 2min 25s;1;Ocupado;348;0hs 11min 43s;Ocupado;349;0hs 16min 27s;1
Fin atencion Balanza;351;4;7hs 7min 11s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;352;..hs ..min ..s;0;Ocupado;348;0hs 9min 18s;Ocupado;349;0hs 14min 2s;2
Llega camion;353;4;7hs 8min 53s;0hs 7min 7s;Libre; - ;0hs 0min 0s;1;Ocupado;352;0hs 3min 49s;0;Ocupado;348;0hs 7min 36s;Ocupado;349;0hs 12min 20s;2
Fin atencion Balanza;352;4;7hs 12min 42s;0hs 0min 0s;Ocupado;353;0hs 0min 6s;0;Libre; - ;..hs ..min ..s;0;Ocupado;348;0hs 3min 47s;Ocupado;349;0hs 8min 31s;3
Fin atencion Recepcion;353;4;7hs 12min 49s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;348;0hs 3min 40s;Ocupado;349;0hs 8min 24s;3
Llega camion;354;4;7hs 16min 1s;0hs 7min 54s;Libre; - ;0hs 0min 0s;1;Ocupado;353;0hs 2min 51s;0;Ocupado;348;0hs 0min 28s;Ocupado;349;0hs 5min 12s;3
Fin atencion Balanza;353;4;7hs 18min 52s;0hs 0min 0s;Ocupado;354;0hs 3min 16s;0;Libre; - ;..hs ..min ..s;0;Ocupado;350;0hs 15min 49s;Ocupado;349;0hs 2min 21s;3
Fin atencion Recepcion;354;4;7hs 22min 9s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;350;0hs 12min 32s;Ocupado;351;0hs 16min 57s;3
Llega camion;355;4;7hs 23min 56s;0hs 7min 33s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;350;0hs 10min 45s;Ocupado;351;0hs 15min 10s;3
Fin atencion Recepcion;355;4;7hs 30min 39s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;350;0hs 4min 2s;Ocupado;351;0hs 8min 27s;3
Llega camion;356;4;7hs 31min 30s;0hs 7min 0s;Libre; - ;0hs 0min 0s;1;Ocupado;355;0hs 4min 36s;0;Ocupado;350;0hs 3min 11s;Ocupado;351;0hs 7min 36s;3
Fin atencion Recepcion;356;4;7hs 35min 12s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;355;0hs 0min 54s;0;Ocupado;352;0hs 17min 48s;Ocupado;351;0hs 3min 54s;3
Fin atencion Balanza;355;4;7hs 36min 6s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Libre; - ;..hs ..min ..s;0;Ocupado;352;0hs 16min 54s;Ocupado;351;0hs 3min 0s;4
Llega camion;357;4;7hs 38min 31s;0hs 7min 4s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;352;0hs 14min 29s;Ocupado;351;0hs 0min 35s;4
Fin atencion Recepcion;357;4;7hs 44min 19s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;352;0hs 8min 41s;Ocupado;353;0hs 11min 9s;3
Llega camion;358;4;7hs 45min 36s;0hs 7min 42s;Libre; - ;0hs 0min 0s;1;Ocupado;357;0hs 4min 26s;0;Ocupado;352;0hs 7min 24s;Ocupado;353;0hs 9min 52s;3
Fin atencion Balanza;357;4;7hs 50min 2s;0hs 0min 0s;Ocupado;358;0hs 1min 48s;0;Libre; - ;..hs ..min ..s;0;Ocupado;352;0hs 2min 58s;Ocupado;353;0hs 5min 26s;4
Fin atencion Recepcion;358;4;7hs 51min 51s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;352;0hs 1min 9s;Ocupado;353;0hs 3min 37s;5
Llega camion;359;4;7hs 53min 19s;0hs 7min 33s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;354;0hs 18min 25s;Ocupado;353;0hs 2min 9s;4
Fin atencion Recepcion;359;4;7hs 56min 21s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;354;0hs 15min 23s;Ocupado;356;0hs 14min 16s;4
Llega camion;360;4;8hs 0min 53s;0hs 7min 2s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;354;0hs 10min 51s;Ocupado;356;0hs 9min 44s;4
Fin atencion Recepcion;360;4;8hs 7min 3s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;354;0hs 4min 41s;Ocupado;356;0hs 3min 34s;4
Llega camion;361;4;8hs 7min 56s;0hs 7min 48s;Libre; - ;0hs 0min 0s;1;Ocupado;360;0hs 4min 44s;0;Ocupado;354;0hs 3min 48s;Ocupado;356;0hs 2min 41s;4
Fin atencion Recepcion;361;4;8hs 12min 40s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;360;0hs 0min 0s;1;Ocupado;357;0hs 18min 33s;Ocupado;355;0hs 17min 3s;2
Fin atencion Balanza;360;4;8hs 12min 40s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;361;..hs ..min ..s;0;Ocupado;357;0hs 18min 33s;Ocupado;355;0hs 17min 3s;3
Llega camion;362;4;8hs 15min 45s;0hs 7min 0s;Libre; - ;0hs 0min 0s;1;Ocupado;361;0hs 3min 34s;0;Ocupado;357;0hs 15min 28s;Ocupado;355;0hs 13min 58s;3
Fin atencion Balanza;361;4;8hs 19min 19s;0hs 0min 0s;Ocupado;362;0hs 2min 25s;0;Libre; - ;..hs ..min ..s;0;Ocupado;357;0hs 11min 54s;Ocupado;355;0hs 10min 24s;4
Fin atencion Recepcion;362;4;8hs 21min 45s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;357;0hs 9min 28s;Ocupado;355;0hs 7min 58s;4
Llega camion;363;4;8hs 22min 46s;0hs 7min 19s;Libre; - ;0hs 0min 0s;1;Ocupado;362;0hs 5min 30s;0;Ocupado;357;0hs 8min 27s;Ocupado;355;0hs 6min 57s;4
Fin atencion Balanza;362;4;8hs 28min 16s;0hs 0min 0s;Ocupado;363;0hs 0min 44s;0;Libre; - ;..hs ..min ..s;0;Ocupado;357;0hs 2min 57s;Ocupado;355;0hs 1min 27s;5
Fin atencion Recepcion;363;4;8hs 29min 1s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;357;0hs 2min 12s;Ocupado;355;0hs 0min 42s;5
Llega camion;364;4;8hs 30min 6s;0hs 7min 27s;Libre; - ;0hs 0min 0s;1;Ocupado;363;0hs 5min 33s;0;Ocupado;357;0hs 1min 7s;Ocupado;358;0hs 19min 0s;4
Fin atencion Recepcion;364;4;8hs 34min 34s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;363;0hs 1min 5s;0;Ocupado;359;0hs 25min 18s;Ocupado;358;0hs 14min 32s;4
